channel,fetched_at,source_url,external_product_id,brand_name,product_name,model_code,detail_url,thumbnail_url,feature_tags_json,offer_count,rating,review_count,order_count,ranking_rank,metadata_json
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:RWP70F15AN,삼성,삼성 2025 비스포크 AI 냉온정수기,RWP70F15AN,https://www.ajd.co.kr/electronics/overview/4020/detail/52378,https://image.ajd.kr/PRODUCT_CODE/2e516c34-6481-43e3-ba26-e0be44c3392a,"[""냉수"",""온수"",""정수""]",3,,0,,1,"{""totalScore"":95.3,""reviewCount"":0,""textBadges"":[""위생기능 170위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""12개"",""살균부위"":""직수관"",""직수관 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":95.7,""편의기능"":100,""렌탈료"":90},""detailSn"":52378,""lowerCategorySn"":4020,""detailAverageScore"":98.8,""recommendLabel"":""강력추천! 아정당렌탈 단독 혜택!""}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-ABS100G,쿠쿠,쿠쿠 STEAM 100도씨 끓인물 정수기 (냉온정),CP-ABS100G,https://www.ajd.co.kr/electronics/overview/4020/detail/2864,https://image.ajd.kr/PRODUCT_CODE/630a9a0a-d5c6-4956-b96c-338ac28b8f9f,"[""냉수"",""온수"",""정수"",""살균수""]",6,,582,,2,"{""totalScore"":94.6,""reviewCount"":582,""textBadges"":[""위생기능 1위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""11개"",""살균부위"":""냉수관, 직수관, 코크"",""직수관 재질"":""PP"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":100,""위생관리"":96,""편의기능"":100,""렌탈료"":80},""detailSn"":2864,""lowerCategorySn"":4020,""detailAverageScore"":94.6,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WU923A_오브제,LG전자,LG 퓨리케어 듀얼 STS 정수기 오브제컬렉션 (냉온정),WU923A_오브제,https://www.ajd.co.kr/electronics/overview/4020/detail/42950,https://image.ajd.kr/PRODUCT_CODE/a8329508-1f66-488f-8838-75e1d1b12571,"[""냉수"",""온수"",""정수""]",1,,44,,3,"{""totalScore"":93,""reviewCount"":44,""textBadges"":[""위생기능 4위""],""specifications"":{""제품유형"":""-"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""8개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":84,""위생관리"":98,""편의기능"":90,""렌탈료"":100},""detailSn"":42950,""lowerCategorySn"":4020}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WD120M,LG전자,LG 퓨리케어 오브제컬렉션 라이트온 정수기 (정수전용),WD120M,https://www.ajd.co.kr/electronics/overview/4020/detail/42953,https://image.ajd.kr/PRODUCT_CODE/41a87ee6-b19d-4b76-996a-e9dd7dc995fd,"[""정수""]",4,,15,,4,"{""totalScore"":92.3,""reviewCount"":15,""textBadges"":[""위생기능 7위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""7개"",""살균부위"":""코크, 직수관"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":84,""위생관리"":96,""편의기능"":90,""렌탈료"":100},""detailSn"":42953,""lowerCategorySn"":4020,""detailAverageScore"":92.3,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WU523A_오브제,LG전자,LG 퓨리케어 빌트인 정수기 오브제 (냉온정),WU523A_오브제,https://www.ajd.co.kr/electronics/overview/4020/detail/42949,https://image.ajd.kr/PRODUCT_CODE/e221a392-5267-4759-b676-76251f18600c,"[""냉수"",""온수"",""정수""]",4,,31,,5,"{""totalScore"":92.3,""reviewCount"":31,""textBadges"":[""위생기능 8위""],""specifications"":{""제품유형"":""언더싱크"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""9개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":84,""위생관리"":96,""편의기능"":90,""렌탈료"":100},""detailSn"":42949,""lowerCategorySn"":4020,""detailAverageScore"":92.3,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WU923AS,LG전자,LG 퓨리케어 빌트인 듀얼 정수기 (냉온정),WU923AS,https://www.ajd.co.kr/electronics/overview/4020/detail/2712,https://image.ajd.kr/PRODUCT_CODE/0fa78031-aadb-4cc1-bcbd-dff7003faabb,"[""정수"",""냉수"",""온수"",""살균수""]",6,,115,,6,"{""totalScore"":92.3,""reviewCount"":115,""textBadges"":[""위생기능 10위""],""specifications"":{""제품유형"":""언더싱크"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""7개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":84,""위생관리"":96,""편의기능"":90,""렌탈료"":100},""detailSn"":2712,""lowerCategorySn"":4020,""detailAverageScore"":92.3,""recommendLabel"":""★1년동안 1만원 할인 프로모션 적용!""}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-50C90621N,청호나이스,청호나이스 뉴 러블리트리 냉온정수기,WP-50C90621N,https://www.ajd.co.kr/electronics/overview/4020/detail/43934,https://image.ajd.kr/PRODUCT_CODE/44c75f7d-5a3e-4091-bb28-2c8e9e1bac1c,"[""냉수"",""온수"",""정수""]",6,,18,,7,"{""totalScore"":91.3,""reviewCount"":18,""textBadges"":[""위생기능 11위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""13개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":90,""편의기능"":100,""렌탈료"":80},""detailSn"":43934,""lowerCategorySn"":4020,""detailAverageScore"":91.3,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-AMS100,쿠쿠,쿠쿠 인스퓨어 MINI100 초소형 냉온정수기 (냉온정),CP-AMS100,https://www.ajd.co.kr/electronics/overview/4020/detail/51697,https://image.ajd.kr/PRODUCT_CODE/a3ffefad-9cf4-4d6a-88ea-587841962963,"[""냉수"",""온수"",""정수""]",8,,54,,8,"{""totalScore"":91.1,""reviewCount"":54,""textBadges"":[""위생기능 140위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""13개"",""살균부위"":""코크, 직수관"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":100,""위생관리"":86,""편의기능"":100,""렌탈료"":80},""detailSn"":51697,""lowerCategorySn"":4020,""detailAverageScore"":93.2,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-X501HW,쿠쿠,쿠쿠 인스퓨어 슬림 냉온정수기 2.3L (하프형),CP-X501HW,https://www.ajd.co.kr/electronics/overview/4020/detail/2808,https://image.ajd.kr/PRODUCT_CODE/16ee246a-eb9a-4988-a12e-6c987da71401,"[""정수"",""냉수"",""온수""]",2,,12,,9,"{""totalScore"":89.6,""reviewCount"":12,""textBadges"":[""위생기능 15위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""직수관, 코크"",""저수조 재질"":""-"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":84,""편의기능"":80,""렌탈료"":100},""detailSn"":2808,""lowerCategorySn"":4020,""detailAverageScore"":89.6,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WU823AS,LG전자,LG 퓨리케어 듀얼 정수기 (냉정),WU823AS,https://www.ajd.co.kr/electronics/overview/4020/detail/3052,https://image.ajd.kr/PRODUCT_CODE/c502bb73-5543-49fb-adca-7672381d6d38,"[""정수"",""냉수"",""살균수""]",3,,29,,10,"{""totalScore"":89.5,""reviewCount"":29,""textBadges"":[""위생기능 17위""],""specifications"":{""제품유형"":""언더싱크"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""9개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":83,""위생관리"":96,""편의기능"":100,""렌탈료"":80},""detailSn"":3052,""lowerCategorySn"":4020,""detailAverageScore"":89.5,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WS672M,교원웰스,교원웰스 슬림원 직수 정수기 (냉온정),WS672M,https://www.ajd.co.kr/electronics/overview/4020/detail/46114,https://image.ajd.kr/PRODUCT_CODE/ccb50864-991b-43c8-949a-18d91dec3588,"[""냉수"",""온수"",""정수""]",12,,16,,21,"{""totalScore"":88.8,""reviewCount"":16,""textBadges"":[""위생기능 47위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""10개"",""살균부위"":""코크"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":100,""위생관리"":68,""편의기능"":100,""렌탈료"":100},""detailSn"":46114,""lowerCategorySn"":4020,""detailAverageScore"":90.9,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP65LNWA,교원웰스,웰스 슈퍼쿨링 정수기 듀오 (냉정),WP65LNWA,https://www.ajd.co.kr/electronics/overview/4020/detail/3047,https://image.ajd.kr/PRODUCT_CODE/f83b92e2-4173-4b26-a233-2f0f9c9e60cf,"[""냉수"",""정수""]",6,,20,,22,"{""totalScore"":88.3,""reviewCount"":20,""textBadges"":[""위생기능 29위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""6개"",""살균부위"":""코크"",""직수관 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":99,""위생관리"":76,""편의기능"":80,""렌탈료"":100},""detailSn"":3047,""lowerCategorySn"":4020,""detailAverageScore"":88.3,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-ABSC100G,쿠쿠,쿠쿠 인스퓨어 STEAM 100 바리스타 (냉온정),CP-ABSC100G,https://www.ajd.co.kr/electronics/overview/4020/detail/43273,https://image.ajd.kr/PRODUCT_CODE/ec3e4a5c-f977-47c7-aa16-b52a41c3a553,"[""냉수"",""온수"",""정수"",""커피"",""살균수""]",6,,11,,23,"{""totalScore"":88.1,""reviewCount"":11,""textBadges"":[""위생기능 2위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""15개"",""살균부위"":""코크, 직수관, 냉수관"",""직수관 재질"":""트라이탄"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":80,""편의기능"":100,""렌탈료"":80},""detailSn"":43273,""lowerCategorySn"":4020,""detailAverageScore"":88.1,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WR872MWA,교원웰스,웰스 아이스원 얼음정수기 (얼음냉온정),WR872MWA,https://www.ajd.co.kr/electronics/overview/4020/detail/43161,https://image.ajd.kr/PRODUCT_CODE/83f0a7d3-2605-46ed-9397-621e66659ee3,"[""냉수"",""온수"",""정수"",""얼음""]",6,,19,,24,"{""totalScore"":87.8,""reviewCount"":19,""textBadges"":[""위생기능 14위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""10개"",""살균부위"":""냉수관, 얼음저장고, 직수관, 코크"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":100,""위생관리"":88,""편의기능"":100,""렌탈료"":60},""detailSn"":43161,""lowerCategorySn"":4020,""detailAverageScore"":87.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WD525AS,LG전자,LG 퓨리케어 상하좌우 직수 정수기 (냉온정),WD525AS,https://www.ajd.co.kr/electronics/overview/4020/detail/42948,https://image.ajd.kr/PRODUCT_CODE/755355cc-f67e-4e99-a7d3-1605fddf5158,"[""냉수"",""온수"",""정수""]",4,,98,,25,"{""totalScore"":87.4,""reviewCount"":98,""textBadges"":[""위생기능 32위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""13개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":83,""위생관리"":90,""편의기능"":100,""렌탈료"":80},""detailSn"":42948,""lowerCategorySn"":4020,""detailAverageScore"":87.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQPM14C(냉정),현대큐밍,현대큐밍 더슬림 마이핏 정수기 (냉정),HQPM14C(냉정),https://www.ajd.co.kr/electronics/overview/4020/detail/3040,https://image.ajd.kr/PRODUCT_CODE/79eb769d-f3f7-47ac-a04f-937ae4113a1f,"[""냉수"",""정수""]",6,,4,,26,"{""totalScore"":87.1,""reviewCount"":4,""textBadges"":[""위생기능 63위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""8개"",""살균부위"":""코크"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":99,""위생관리"":64,""편의기능"":100,""렌탈료"":100},""detailSn"":3040,""lowerCategorySn"":4020,""detailAverageScore"":87.1,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-AHSC100H,쿠쿠,쿠쿠 제로100 슬림 바리스타 정수기 (얼음냉온정),CP-AHSC100H,https://www.ajd.co.kr/electronics/overview/4020/detail/43121,https://image.ajd.kr/PRODUCT_CODE/517906dd-75bc-40e6-a2b5-59953aaac543,"[""냉수"",""온수"",""정수"",""얼음"",""커피"",""살균수""]",6,,104,,27,"{""totalScore"":86.9,""reviewCount"":104,""textBadges"":[""위생기능 23위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""15개"",""살균부위"":""직수관, 얼음저장고"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":88,""편의기능"":100,""렌탈료"":60},""detailSn"":43121,""lowerCategorySn"":4020,""detailAverageScore"":86.9,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQPS11C,현대큐밍,현대큐밍 딜라이트 직수형 정수기 (냉온정),HQPS11C,https://www.ajd.co.kr/electronics/overview/4020/detail/43169,https://image.ajd.kr/PRODUCT_CODE/0973613f-742c-4ad3-82a3-264047a766c5,"[""냉수"",""온수"",""정수""]",6,,4,,28,"{""totalScore"":86.8,""reviewCount"":4,""textBadges"":[""위생기능 41위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""3개"",""편의기능"":""13개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""-"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":95.2,""위생관리"":78,""편의기능"":100,""렌탈료"":80},""detailSn"":43169,""lowerCategorySn"":4020,""detailAverageScore"":86.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-36C90620N,청호나이스,청호나이스 얼음 정수기 뉴 아이스트리 (얼음냉온정),WI-36C90620N,https://www.ajd.co.kr/electronics/overview/4020/detail/3186,https://image.ajd.kr/PRODUCT_CODE/3a95e01e-4892-433a-935a-372bf668dc06,"[""정수"",""냉수"",""온수"",""얼음""]",6,,40,,29,"{""totalScore"":86.8,""reviewCount"":40,""textBadges"":[""위생기능 27위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""9개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":92,""편의기능"":90,""렌탈료"":60},""detailSn"":3186,""lowerCategorySn"":4020,""detailAverageScore"":88.2,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-W602HW/CP-W602HW(S),쿠쿠,쿠쿠 인스퓨어 냉온정수기 5.2L (하프형),CP-W602HW/CP-W602HW(S),https://www.ajd.co.kr/electronics/overview/4020/detail/2704,https://image.ajd.kr/PRODUCT_CODE/7e28cbeb-fcfa-44f4-a5a4-ccf11dead20c,"[""냉수"",""온수"",""정수""]",3,,2,,30,"{""totalScore"":86.8,""reviewCount"":2,""textBadges"":[""위생기능 37위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""직수관, 코크"",""저수조 재질"":""-"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":76,""편의기능"":80,""렌탈료"":100},""detailSn"":2704,""lowerCategorySn"":4020,""detailAverageScore"":86.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-W602SW/CP-W602SW(S),쿠쿠,쿠쿠 인스퓨어 냉온정수기 5.2L (스탠드형),CP-W602SW/CP-W602SW(S),https://www.ajd.co.kr/electronics/overview/4020/detail/2703,https://image.ajd.kr/PRODUCT_CODE/83930a1d-cdff-49c5-94e6-9d74a495e3e0,"[""냉수"",""온수"",""정수""]",3,,4,,31,"{""totalScore"":86.8,""reviewCount"":4,""textBadges"":[""위생기능 38위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""직수관, 코크"",""저수조 재질"":""-"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":76,""편의기능"":80,""렌탈료"":100},""detailSn"":2703,""lowerCategorySn"":4020,""detailAverageScore"":86.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-W601HW,쿠쿠,쿠쿠 인스퓨어 냉온정수기 5.2L (하프형),CP-W601HW,https://www.ajd.co.kr/electronics/overview/4020/detail/2692,https://image.ajd.kr/PRODUCT_CODE/cecef153-7908-4357-a6a7-0923000dbb6d,"[""냉수"",""온수"",""정수""]",3,,4,,32,"{""totalScore"":86.8,""reviewCount"":4,""textBadges"":[""위생기능 39위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""직수관, 코크"",""저수조 재질"":""-"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":76,""편의기능"":80,""렌탈료"":100},""detailSn"":2692,""lowerCategorySn"":4020,""detailAverageScore"":86.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-W601SW,쿠쿠,쿠쿠 인스퓨어 냉온정수기 5.2L (스탠드형),CP-W601SW,https://www.ajd.co.kr/electronics/overview/4020/detail/2691,https://image.ajd.kr/PRODUCT_CODE/afe53c61-a3ae-410e-9f37-a72827ee4466,"[""냉수"",""온수"",""정수""]",3,,4,,33,"{""totalScore"":86.8,""reviewCount"":4,""textBadges"":[""위생기능 40위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""직수관, 코크"",""저수조 재질"":""-"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":76,""편의기능"":80,""렌탈료"":100},""detailSn"":2691,""lowerCategorySn"":4020,""detailAverageScore"":86.8,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-TS100,쿠쿠,쿠쿠 인스퓨어 100℃ 끓인물 정수기 (냉온정),CP-TS100,https://www.ajd.co.kr/electronics/overview/4020/detail/43014,https://image.ajd.kr/PRODUCT_CODE/41a603c7-db41-4bc4-bd00-336ab01cde3e,"[""냉수"",""온수"",""정수""]",6,,327,,34,"{""totalScore"":86.4,""reviewCount"":327,""textBadges"":[""위생기능 43위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""14개"",""살균부위"":""직수관, 냉수관, 코크"",""직수관 재질"":""PP"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":76,""편의기능"":100,""렌탈료"":80},""detailSn"":43014,""lowerCategorySn"":4020,""detailAverageScore"":86.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WD220M,LG전자,LG 퓨리케어 오브제컬렉션 라이트온 정수기 (온정),WD220M,https://www.ajd.co.kr/electronics/overview/4020/detail/42952,https://image.ajd.kr/PRODUCT_CODE/d7108d79-61f7-404d-9a48-a07f861c954b,"[""온수"",""정수""]",4,,9,,35,"{""totalScore"":86.4,""reviewCount"":9,""textBadges"":[""위생기능 42위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""10개"",""살균부위"":""직수관, 코크"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":82,""위생관리"":88,""편의기능"":100,""렌탈료"":80},""detailSn"":42952,""lowerCategorySn"":4020,""detailAverageScore"":86.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:RWP54120BF6M/RWP54120BF7M/RWP54120BF8M,삼성,삼성 비스포크 정수기 정수전용 일체형,RWP54120BF6M/RWP54120BF7M/RWP54120BF8M,https://www.ajd.co.kr/electronics/overview/4020/detail/2918,https://image.ajd.kr/PRODUCT_CODE/3f73f257-a3bd-414a-ac79-c3b2f192697d,"[""정수""]",3,,1,,36,"{""totalScore"":86.4,""reviewCount"":1,""textBadges"":[""정수전용 2위""],""specifications"":{""제품유형"":""언더싱크"",""정수타입"":""직수형"",""필터종류"":""중공사막"",""필터개수"":""2개"",""편의기능"":""8개"",""살균부위"":""직수관"",""직수관 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":83,""위생관리"":80,""편의기능"":90,""렌탈료"":100},""detailSn"":2918,""lowerCategorySn"":4020,""detailAverageScore"":86.4,""recommendLabel"":null}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-AAS100U,쿠쿠,쿠쿠 STEAM 100 빌트인 정수기 (냉온정),CP-AAS100U,https://www.ajd.co.kr/electronics/overview/4020/detail/2862,https://image.ajd.kr/PRODUCT_CODE/6f78c880-b0a8-461a-959e-9a1458cd35c8,"[""냉수"",""온수"",""정수""]",4,,7,,37,"{""totalScore"":86.2,""reviewCount"":7,""textBadges"":[""위생기능 28위""],""specifications"":{""제품유형"":""언더싱크"",""정수타입"":""직수형"",""필터종류"":""나노필터"",""필터개수"":""2개"",""편의기능"":""13개"",""살균부위"":""코크, 직수관"",""직수관 재질"":""PP"",""분리세척"":""X"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":97,""위생관리"":86,""편의기능"":100,""렌탈료"":60},""detailSn"":2862,""lowerCategorySn"":4020,""detailAverageScore"":86.2,""recommendLabel"":null}"
