channel,fetched_at,source_url,external_product_id,external_offer_id,brand_name,product_name,model_code,product_detail_url,offer_url,public_monthly_fee,card_applied_monthly_fee,contract_term_months,management_type,promo_duration_months,post_promo_monthly_fee,support_pricing_model,support_amount,support_amount_min,support_amount_max,rating,review_count,order_count,ranking_rank,feature_tags_json,metadata_json
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:CP-QN3002S,ajd:2785:55659,쿠쿠,쿠쿠 인스퓨어 대용량 정수기 21L (냉온정/스탠드형),CP-QN3002S,https://www.ajd.co.kr/electronics/overview/4020/detail/2785,https://www.ajd.co.kr/electronics/overview/4020/detail/2785,27900,2900,60,visit,,,hidden,,,,,8,,104,"[""정수"",""냉수"",""온수""]","{""productMetadata"":{""totalScore"":78.4,""reviewCount"":8,""textBadges"":[""위생기능 135위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":60,""편의기능"":90,""렌탈료"":80},""detailSn"":2785,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":104,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""쿠쿠"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-35C90010N,ajd:2686:49613,청호나이스,청호나이스 정수기 ANNIE PLUS 4.12L (냉온정),WP-35C90010N,https://www.ajd.co.kr/electronics/overview/4020/detail/2686,https://www.ajd.co.kr/electronics/overview/4020/detail/2686,23900,0,36,visit,,,hidden,,,,,1,,105,"[""정수"",""냉수"",""온수""]","{""productMetadata"":{""totalScore"":78.4,""reviewCount"":1,""textBadges"":[""위생기능 83위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""3개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":66,""편의기능"":70,""렌탈료"":80},""detailSn"":2686,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":105,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-35C90010N,ajd:2686:49617,청호나이스,청호나이스 정수기 ANNIE PLUS 4.12L (냉온정),WP-35C90010N,https://www.ajd.co.kr/electronics/overview/4020/detail/2686,https://www.ajd.co.kr/electronics/overview/4020/detail/2686,21900,0,60,visit,,,hidden,,,,,1,,105,"[""정수"",""냉수"",""온수""]","{""productMetadata"":{""totalScore"":78.4,""reviewCount"":1,""textBadges"":[""위생기능 83위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""3개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":66,""편의기능"":70,""렌탈료"":80},""detailSn"":2686,""lowerCategorySn"":4020,""detailAverageScore"":78.4,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":105,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""프로모션_4개월관리(H)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:EW-BS551,ajd:2676:53179,세스코,세스코 THE슬림 더블 냉온정수기 11L (스탠드),EW-BS551,https://www.ajd.co.kr/electronics/overview/4020/detail/2676,https://www.ajd.co.kr/electronics/overview/4020/detail/2676,27900,2900,36,visit,,,hidden,,,,,0,,106,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":78.3,""reviewCount"":0,""textBadges"":[""위생기능 118위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":64,""편의기능"":80,""렌탈료"":80},""detailSn"":2676,""lowerCategorySn"":4020,""detailAverageScore"":78.3,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":106,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""세스코"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:EW-BS551,ajd:2676:53180,세스코,세스코 THE슬림 더블 냉온정수기 11L (스탠드),EW-BS551,https://www.ajd.co.kr/electronics/overview/4020/detail/2676,https://www.ajd.co.kr/electronics/overview/4020/detail/2676,24900,0,60,visit,,,hidden,,,,,0,,106,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":78.3,""reviewCount"":0,""textBadges"":[""위생기능 118위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":93,""위생관리"":64,""편의기능"":80,""렌탈료"":80},""detailSn"":2676,""lowerCategorySn"":4020,""detailAverageScore"":78.3,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":106,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""세스코"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-60C80511M,ajd:43068:49356,청호나이스,청호나이스 얼음정수기 아이스트리 플리 3.8L (얼음냉정),WI-60C80511M,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,49900,19900,36,visit,,,hidden,,,,,5,,107,"[""냉수"",""정수"",""얼음""]","{""productMetadata"":{""totalScore"":78.2,""reviewCount"":5,""textBadges"":[""위생기능 128위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""10개"",""살균부위"":""냉수관"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":64,""편의기능"":100,""렌탈료"":60},""detailSn"":43068,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":107,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-60C80511M,ajd:43068:49350,청호나이스,청호나이스 얼음정수기 아이스트리 플리 3.8L (얼음냉정),WI-60C80511M,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,52900,22900,36,visit,,,hidden,,,,,5,,107,"[""냉수"",""정수"",""얼음""]","{""productMetadata"":{""totalScore"":78.2,""reviewCount"":5,""textBadges"":[""위생기능 128위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""10개"",""살균부위"":""냉수관"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":64,""편의기능"":100,""렌탈료"":60},""detailSn"":43068,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":107,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""2개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-60C80511M,ajd:43068:55205,청호나이스,청호나이스 얼음정수기 아이스트리 플리 3.8L (얼음냉정),WI-60C80511M,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,43900,13900,60,visit,,,hidden,,,,,5,,107,"[""냉수"",""정수"",""얼음""]","{""productMetadata"":{""totalScore"":78.2,""reviewCount"":5,""textBadges"":[""위생기능 128위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""10개"",""살균부위"":""냉수관"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":64,""편의기능"":100,""렌탈료"":60},""detailSn"":43068,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":107,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WI-60C80511M,ajd:43068:55202,청호나이스,청호나이스 얼음정수기 아이스트리 플리 3.8L (얼음냉정),WI-60C80511M,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,https://www.ajd.co.kr/electronics/overview/4020/detail/43068,46900,16900,60,visit,,,hidden,,,,,5,,107,"[""냉수"",""정수"",""얼음""]","{""productMetadata"":{""totalScore"":78.2,""reviewCount"":5,""textBadges"":[""위생기능 128위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""10개"",""살균부위"":""냉수관"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""O""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":64,""편의기능"":100,""렌탈료"":60},""detailSn"":43068,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":107,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""2개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-43C60000M,ajd:3252:49411,청호나이스,청호나이스 일반 정수기 TIDY 4.6L (정수),WP-43C60000M,https://www.ajd.co.kr/electronics/overview/4020/detail/3252,https://www.ajd.co.kr/electronics/overview/4020/detail/3252,23900,0,36,visit,,,hidden,,,,,1,,108,"[""정수""]","{""productMetadata"":{""totalScore"":78.2,""reviewCount"":1,""textBadges"":[""위생기능 120위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":95,""위생관리"":62,""편의기능"":80,""렌탈료"":80},""detailSn"":3252,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":108,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""3개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-43C60000M,ajd:3252:49414,청호나이스,청호나이스 일반 정수기 TIDY 4.6L (정수),WP-43C60000M,https://www.ajd.co.kr/electronics/overview/4020/detail/3252,https://www.ajd.co.kr/electronics/overview/4020/detail/3252,21900,0,60,visit,,,hidden,,,,,1,,108,"[""정수""]","{""productMetadata"":{""totalScore"":78.2,""reviewCount"":1,""textBadges"":[""위생기능 120위""],""specifications"":{""제품유형"":""데스크형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":95,""위생관리"":62,""편의기능"":80,""렌탈료"":80},""detailSn"":3252,""lowerCategorySn"":4020,""detailAverageScore"":78.2,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":108,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""3개월관리(S)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WHP-3900,ajd:2687:53159,루헨스,루헨스 대용량 냉온정수기 21L (스탠드형),WHP-3900,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,37900,12900,36,visit,,,hidden,,,,,0,,109,"[""온수"",""정수"",""냉수""]","{""productMetadata"":{""totalScore"":78.1,""reviewCount"":0,""textBadges"":[""위생기능 117위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""중공사막"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""코크"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":82.3,""위생관리"":72.5,""편의기능"":80,""렌탈료"":80},""detailSn"":2687,""lowerCategorySn"":4020,""detailAverageScore"":78.1,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":109,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""루헨스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WHP-3900,ajd:2687:74629,루헨스,루헨스 대용량 냉온정수기 21L (스탠드형),WHP-3900,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,37900,12900,36,visit,,,hidden,,,,,0,,109,"[""온수"",""정수"",""냉수""]","{""productMetadata"":{""totalScore"":78.1,""reviewCount"":0,""textBadges"":[""위생기능 117위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""중공사막"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""코크"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":82.3,""위생관리"":72.5,""편의기능"":80,""렌탈료"":80},""detailSn"":2687,""lowerCategorySn"":4020,""detailAverageScore"":78.1,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":109,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""관리주기 없음"",""companyName"":""LG헬로비전"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WHP-3900,ajd:2687:53160,루헨스,루헨스 대용량 냉온정수기 21L (스탠드형),WHP-3900,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,33900,8900,48,visit,,,hidden,,,,,0,,109,"[""온수"",""정수"",""냉수""]","{""productMetadata"":{""totalScore"":78.1,""reviewCount"":0,""textBadges"":[""위생기능 117위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""중공사막"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""코크"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":82.3,""위생관리"":72.5,""편의기능"":80,""렌탈료"":80},""detailSn"":2687,""lowerCategorySn"":4020,""detailAverageScore"":78.1,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":109,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""루헨스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WHP-3900,ajd:2687:53161,루헨스,루헨스 대용량 냉온정수기 21L (스탠드형),WHP-3900,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,https://www.ajd.co.kr/electronics/overview/4020/detail/2687,29900,4900,60,visit,,,hidden,,,,,0,,109,"[""온수"",""정수"",""냉수""]","{""productMetadata"":{""totalScore"":78.1,""reviewCount"":0,""textBadges"":[""위생기능 117위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""중공사막"",""필터개수"":""4개"",""편의기능"":""5개"",""살균부위"":""코크"",""저수조 재질"":""PP"",""분리세척"":""O"",""정량출수"":""O"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":82.3,""위생관리"":72.5,""편의기능"":80,""렌탈료"":80},""detailSn"":2687,""lowerCategorySn"":4020,""detailAverageScore"":78.1,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":109,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""루헨스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:MLP-850N,ajd:2765:93529,유버스,유버스 뉴 업소용 냉온 정수기 15.2L (스탠드형),MLP-850N,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,24900,0,36,self,,,hidden,,,,,0,,110,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":77.9,""reviewCount"":0,""textBadges"":[""저수조형 77위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""3개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96.7,""위생관리"":62,""편의기능"":75,""렌탈료"":80},""detailSn"":2765,""lowerCategorySn"":4020,""detailAverageScore"":77.9,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":110,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""관리없음"",""companyName"":""유버스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:none"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:MLP-850N,ajd:2765:93530,유버스,유버스 뉴 업소용 냉온 정수기 15.2L (스탠드형),MLP-850N,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,26900,1900,48,self,,,hidden,,,,,0,,110,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":77.9,""reviewCount"":0,""textBadges"":[""저수조형 77위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""3개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96.7,""위생관리"":62,""편의기능"":75,""렌탈료"":80},""detailSn"":2765,""lowerCategorySn"":4020,""detailAverageScore"":77.9,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":110,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""관리없음"",""companyName"":""유버스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:none"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:MLP-850N,ajd:2765:93531,유버스,유버스 뉴 업소용 냉온 정수기 15.2L (스탠드형),MLP-850N,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,22900,0,60,self,,,hidden,,,,,0,,110,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":77.9,""reviewCount"":0,""textBadges"":[""저수조형 77위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""3개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96.7,""위생관리"":62,""편의기능"":75,""렌탈료"":80},""detailSn"":2765,""lowerCategorySn"":4020,""detailAverageScore"":77.9,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":110,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""관리없음"",""companyName"":""유버스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:none"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:MLP-850N,ajd:2765:93532,유버스,유버스 뉴 업소용 냉온 정수기 15.2L (스탠드형),MLP-850N,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,https://www.ajd.co.kr/electronics/overview/4020/detail/2765,22900,0,72,self,,,hidden,,,,,0,,110,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":77.9,""reviewCount"":0,""textBadges"":[""저수조형 77위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""3개"",""살균부위"":""-"",""저수조 재질"":""스테인리스"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96.7,""위생관리"":62,""편의기능"":75,""렌탈료"":80},""detailSn"":2765,""lowerCategorySn"":4020,""detailAverageScore"":77.9,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":110,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""관리없음"",""companyName"":""유버스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:none"",""cardDiscountAmount"":25000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:WP-40C90010M,ajd:2836:42229,청호나이스,청호나이스 이과수 냉온정수기 450 5.97L (냉온정),WP-40C90010M,https://www.ajd.co.kr/electronics/overview/4020/detail/2836,https://www.ajd.co.kr/electronics/overview/4020/detail/2836,22900,0,60,visit,,,hidden,,,,,0,,111,"[""정수"",""냉수"",""온수""]","{""productMetadata"":{""totalScore"":77.8,""reviewCount"":0,""textBadges"":[""위생기능 129위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""역삼투압(RO)필터"",""필터개수"":""3개"",""편의기능"":""5개"",""살균부위"":""-"",""저수조 재질"":""PP"",""분리세척"":""X"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":96,""위생관리"":60,""편의기능"":80,""렌탈료"":80},""detailSn"":2836,""lowerCategorySn"":4020,""detailAverageScore"":77.8,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":111,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""프로모션_3개월관리(H)"",""companyName"":""청호나이스"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":30000}}"
ajd,2026-03-27T05:00:16.167Z,https://www.ajd.co.kr/electronics/overview/2010-4020/ranking?tab=1,ajd:HQP-M50SW/HQP-M50SW1C,ajd:2682:39248,현대큐밍,현대큐밍 더퓨어 마크업 대용량 냉온정수기 18.9L (스탠드),HQP-M50SW/HQP-M50SW1C,https://www.ajd.co.kr/electronics/overview/4020/detail/2682,https://www.ajd.co.kr/electronics/overview/4020/detail/2682,34900,9900,36,visit,,,hidden,,,,,2,,112,"[""냉수"",""온수"",""정수""]","{""productMetadata"":{""totalScore"":77.8,""reviewCount"":2,""textBadges"":[""위생기능 98위""],""specifications"":{""제품유형"":""스탠드형"",""정수타입"":""저수조형"",""필터종류"":""나노필터"",""필터개수"":""4개"",""편의기능"":""4개"",""살균부위"":""저수조"",""저수조 재질"":""스테인리스"",""분리세척"":""O"",""정량출수"":""X"",""온수온도조절"":""X""},""scoreBreakdown"":{""정수성능"":94,""위생관리"":66,""편의기능"":70,""렌탈료"":80},""detailSn"":2682,""lowerCategorySn"":4020,""detailAverageScore"":77.8,""recommendLabel"":null},""offerMetadata"":{""rankingRank"":112,""benefitEvidence"":""not_exposed_in_detail"",""managementCycle"":""4개월관리"",""companyName"":""현대큐밍"",""installCharge"":null,""rawManagementType"":""sys:productConfig:managementType:visit"",""cardDiscountAmount"":25000}}"
